Train loss	Validation loss	Test loss
1.004495678303958	0.9793563118077194	0.9999778419603998
1.0039611902467651	0.9788298025382499	0.9994072183315676
1.0032261884620985	0.9779284929225603	0.9984326626233258
1.0017828365506338	0.9759607444949605	0.9963211535257114
0.9982464021348828	0.9706336277448906	0.9906547843096367
0.9872617698682754	0.9520773148855711	0.9709771350501613
0.946898593687149	0.8887636249451861	0.9036435317616438
0.879798308978456	0.8362599377094859	0.8448727643512732
0.8272877676590332	0.7884166288530858	0.783301436598529
0.7818309913403683	0.7557011079952337	0.7441386790242362
0.7538870246856112	0.7332278636358438	0.7197981480953076
0.7363045473345169	0.7192954207835058	0.7057947797407552
0.7245350804421772	0.7083439209335567	0.6952856161699974
0.7140106439521682	0.6978538519647771	0.6854219340101488
0.7038949956264049	0.6877890149130925	0.6760401043609114
0.6941255547639764	0.6778508605513818	0.6668107810094309
0.6842465198532145	0.6675279443859904	0.6572964936802123
0.6739570756570432	0.6566909600083389	0.6473095633088375
0.6632981418850136	0.6453830306626948	0.6367860038050849
0.6522749740154197	0.6335919191902797	0.6256535202709512
0.640739658673606	0.6215197868196359	0.6140977867309829
0.6288555914071617	0.6096199581984694	0.6026333051442263
0.6173136930710862	0.5984049465846146	0.5918099853412779
0.6065011165168909	0.5876863954417966	0.5815283403102237
0.5960862748789416	0.5768293703918645	0.5711912364976572
0.5856940455246024	0.565830866677143	0.5607721523737735
0.5752432083638757	0.5549002888723892	0.5504879363654483
0.5648404821228784	0.5442589569847848	0.5405094193059562
0.5547003107262202	0.5340378451569084	0.5309115252065828
0.545011961872198	0.5244411601536924	0.5218304455897887
0.5359545184963738	0.5155450572350194	0.5133693647199771
0.527583069737851	0.507468042385192	0.5056382883909545
0.5198101517061468	0.5000045170052619	0.49845038889777776
0.5125054763694515	0.4930636577569695	0.49170478470841356
0.5056054756449433	0.4864844735961178	0.48528778811610435
0.4990269924822529	0.4802272948718411	0.47919522402998366
0.49273957254592915	0.474215617483069	0.47337250148227367
0.4867266166151395	0.46849517615481856	0.4678384887167228
0.4809520357386143	0.46299567931845714	0.46255157680708564
0.47540565702116855	0.4577185463718069	0.4574947982279325
0.47009435043454434	0.4527276864484417	0.45267530354335583
0.4650195125269083	0.44797998151208973	0.44809081089291636
0.4601547003535543	0.4434913034685429	0.4437559930152826
0.45549536392439743	0.4392564104618243	0.43964005972272063
