Train loss	Validation loss	Test loss
1.004470526385943	0.9796275451141222	1.0002284027936987
1.0044601539867122	0.979623142402503	1.0002226454728635
1.0044499345672204	0.9796189417781743	1.000217162218791
1.0044400375590952	0.979614937874141	1.0002119460172174
1.004430432961278	0.9796111158260304	1.0002069418759945
1.004421080353219	0.9796074527422988	1.0002021374677188
1.004411961242049	0.9796039241135445	1.0001975136351018
1.0044030428826154	0.9796005078690261	1.000193028021437
1.0043942924702323	0.9795971808904531	1.0001886531689481
1.0043856928658623	0.9795939221633024	1.0001843669629273
1.004377215831468	0.9795907113401365	1.000180138646957
1.0043688369100732	0.9795875278017248	1.0001759535872645
1.0043605354147909	0.9795843499973996	1.000171783534245
1.0043522835985357	0.9795811543053166	1.0001675989827763
1.0043440543338837	0.9795779189719627	1.0001633809931492
1.0043358176174868	0.9795746160348393	1.0001590966080243
1.004327540331458	0.9795712185711354	1.0001547195079308
1.0043191912011293	0.9795676924981798	1.000150216325562
1.0043107341409885	0.9795640041712185	1.0001455482756212
1.004302126722756	0.9795601201645959	1.000140678673246
1.0042933223342891	0.979555989465056	1.0001355476481781
1.004284267089041	0.9795515687477874	1.0001301099958768
1.0042749030354297	0.9795467903295948	1.0001243072935557
1.0042651618842646	0.9795415899315532	1.0001180649890724
1.004254960091696	0.9795358764807109	1.0001112993904115
1.0042441963762507	0.9795295444351243	1.0001039026356706
1.0042327566344937	0.979522492284304	1.0000957559182915
1.0042205044928325	0.9795145880702039	1.000086707707465
1.0042072685275052	0.9795056507710755	1.0000765728543808
1.0041928429304878	0.979495486287751	1.0000651524001782
1.0041769871306874	0.979483846450023	1.0000521766456865
1.0041594007029815	0.9794704323957022	1.0000373258317907
1.0041397169542408	0.9794548315220334	1.0000201955593524
1.0041174635346817	0.9794365921566504	1.0000003093315335
1.0040920788653782	0.9794150990044729	0.9999770366839921
1.0040628149875268	0.9793895583772186	0.9999495682184509
1.0040287214548687	0.9793589459120339	0.9999168209643704
1.0039885174468703	0.9793219248655751	0.9998773856839134
1.0039405375830612	0.9792766963638352	0.9998294196840442
1.0038825210598752	0.9792208068586973	0.9997703610014398
1.0038113897251821	0.9791508758026917	0.9996966539527524
1.0037228046174618	0.9790620782509771	0.9996033052419008
1.0036105333758756	0.9789473814177159	0.9994830329477783
1.0034654370180807	0.9787963699114577	0.9993249763421395
1.0032737506156226	0.9785930223679423	0.9991124891214205
1.0030138752235787	0.9783116874840605	0.9988191530268201
1.002650778544816	0.977910246716356	0.9984011968931824
1.0021254057936468	0.9773163703936363	0.997783467769613
1.0013364640817866	0.9764061962845031	0.9968378365777654
1.000111618007104	0.974969767667224	0.9953472944016547
0.9981752981150965	0.9726940626199659	0.992990390175202
0.9951926861351272	0.9692946499517189	0.9894779027221706
0.9910432357672312	0.9648669598327844	0.9849113768607576
0.9860195953542679	0.959787958762657	0.9796762511741508
0.9804452873775609	0.954311581687078	0.9740312880047357
0.974568289049913	0.9487100350852781	0.9682458110334538
0.9686896294901113	0.9433135936200068	0.9626572181346342
0.9632504832200404	0.9386184349185314	0.95778816579167
0.9587832729579304	0.9349663105802344	0.9540091303172636
0.9554529622476222	0.9323088350742671	0.9512737725826544
0.9530921160421402	0.930429659265494	0.9493497737330939
0.9514338087114764	0.9290762080554327	0.9479661327576788
0.9501899555817435	0.9279901187562654	0.9468534181999826
0.9491226214497126	0.926992527902123	0.9458279894474412
0.9480874029841838	0.9259901562752177	0.9447942759697543
0.9470203033796734	0.9249445434292088	0.943713973009286
0.9458914158547277	0.9238366218693989	0.9425669410690741
0.9446884522428771	0.9226620929938852	0.9413491610697643
0.9434144522097933	0.9214339418726906	0.9400745587848708
0.9421014274160643	0.9202017492083693	0.9387933630967024
0.9408165209933437	0.9190329142330241	0.9375746294562909
0.9396153076291321	0.9179491538594008	0.9364409404156359
0.9384900253188116	0.9169170944890602	0.9353583329794868
0.9374056236478095	0.915911164101663	0.9343010394545127
0.9363516004295825	0.9149390601489825	0.9332780240441929
0.9353481993246692	0.9140269433823244	0.9323183867805066
0.9344210654692057	0.913193526239767	0.9314423710721272
0.9335813660803669	0.9124404550397096	0.9306524830701686
0.9328241081346008	0.9117571721098229	0.929938070964996
0.9321347383014104	0.9111275212225506	0.9292824239278065
0.9314948674231409	0.9105336073750835	0.9286667133863484
0.9308847772032178	0.9099571681401369	0.9280714293161193
0.9302847854854287	0.9093807267132582	0.9274779890581508
0.9296767961162575	0.9087891481274362	0.926870253815959
0.9290469738331475	0.9081731740419968	0.9262383287498999
0.9283906759274135	0.9075351172727524	0.9255843756008694
0.9277192665656797	0.9068948783055218	0.9249285832711438
0.927062730880001	0.9062869770176758	0.9243058930277274
0.9264588920691544	0.9057433173468187	0.9237480882841271
0.925929996834085	0.9052703752844833	0.9232608727212219
0.9254684172214783	0.9048491935429338	0.9228241910934848
0.9250483076353812	0.904453488420145	0.9224108200281468
0.9246440798076183	0.9040632886564377	0.9220004796311903
0.9242401297921314	0.9036691343161385	0.9215835474505282
0.9238274201835399	0.9032633278961126	0.9211523011613822
0.9233998514184021	0.902841965854143	0.9207024710061487
0.9229535908986062	0.902401723787849	0.9202304490751664
