Train loss	Validation loss	Test loss
1.0045236270254716	0.9794733203985472	0.9999862709457544
1.0040837716333457	0.9789622327641129	0.9994122233876064
1.003380911129242	0.9779823940272914	0.9983036314774668
1.0018921848434639	0.9756651924834864	0.9956877298301314
0.9980935615955311	0.9694805559635791	0.9887035318555788
0.9885148388716316	0.9549140048121164	0.9722797644877905
0.9670979868107938	0.9247956403924025	0.9386611202156184
0.9272865653965046	0.8844915864312403	0.8926701231024134
0.8858270138204583	0.846616095171397	0.8486123293622304
0.8327041650288742	0.7813806502603006	0.7722352685324197
0.7651533873395088	0.7382300162574411	0.723790178788883
0.7409136270566781	0.7249289753631879	0.710302116016935
0.7303722203575995	0.7153130918927278	0.7010511722701875
0.7209429740307908	0.705465940778032	0.6916958759431899
0.71106634351425	0.6951703949009348	0.682007768418281
0.7009572416594813	0.6847963655769571	0.6723148710911001
0.6908119723067607	0.6743004793996259	0.6624975105157579
0.6803335073912216	0.6631796211338032	0.6519964965682077
0.6692140396033557	0.6511845862647768	0.6405358797704389
0.6573076325765997	0.6384183539896711	0.6282023200019994
0.6445756391318908	0.6250868483495244	0.6152334908768153
0.6313189871975035	0.6116341489831904	0.6020937914308937
0.6183837030932661	0.5990303104244264	0.5897781522061972
0.6065257114169393	0.5877589933352644	0.5788733969356943
0.5957666992389925	0.5775202597533071	0.5690677691397125
0.585806793389668	0.5680490609618972	0.5600364548409956
0.5763528963304462	0.5589646718720374	0.5514295221448063
0.567261280945714	0.5500095584412398	0.5429935177258514
0.5584740720687384	0.5411687136896136	0.5347034226201509
0.5499756601854343	0.5325418329321782	0.5266722129874115
0.5417438396180175	0.5241651343069037	0.5189111510313245
0.5337903156707731	0.5160386588063094	0.5114425816016663
0.5261573624388844	0.5082177743618462	0.5042694521230412
0.5188160232353851	0.5007466619953707	0.4974341278301923
0.5117652935243001	0.4937245362513399	0.49096703722127716
0.5050279183360661	0.48705260283335694	0.48478824852684177
0.4985655578983288	0.48077065130294255	0.47891689869633064
0.4923921952725533	0.47477252441125806	0.4732602163870145
0.48649496102880124	0.4690481268251318	0.4678547742190819
0.4808642752775362	0.46363739091432116	0.4626880655445514
0.4755067726435139	0.4585420712792765	0.45780766458669625
0.470419533478142	0.45375129676444664	0.4532361828776181
0.4655464961774842	0.44921000021175	0.44889791457268724
0.4608808474715126	0.44486797091270436	0.4447191585937781
0.4563951069229456	0.44074616514914977	0.4407439840431593
0.45208136353433465	0.43676862195870997	0.4369006885728553
0.44792123030542486	0.4329683607520586	0.4332328568062869
0.44392354149449376	0.4293084505230217	0.4296905534994812
0.4400712346675548	0.42576190277425063	0.42625957397027736
0.4363468782657363	0.4223489778703623	0.42294497966656114
0.432745236253657	0.4190469521280403	0.41971716642572177
0.42926842906949914	0.4158463735485896	0.4166008033476658
0.42591651771027367	0.4127644318721521	0.4135914572424463
0.4226712557662486	0.4098118928585937	0.4107348425804864
0.41953867335190265	0.4069704774342966	0.40797284544040574
0.4164961383837895	0.40421143950199884	0.4052878082177951
0.41353484836863064	0.40159431944207313	0.4027367313337094
0.4106558915552176	0.39904639164443984	0.4002596841799461
